Employee1ID,Employee2ID
E125624,E840443
E125624,E215583
E205181,E735599
E205181,E396971
E639839,E644703
E639839,E408341
E639839,E456333
E639839,E937032
E639839,E545174
E517611,E655828
E517611,E933865
E517611,E614785
E517611,E991256
E517611,E214028
E764237,E372139
E764237,E329019
E764237,E027517
E336750,E932451
E336750,E971115
E336750,E491128
E609649,E215583
E609649,E181184
E918589,E363529
E918589,E026717
E918589,E090916
E448593,E041268
E448593,E326993
E448593,E504793
E981285,E665354
E981285,E599158
E981285,E232619
E981285,E842659
E981285,E787718
E471782,E665662
E471782,E983862
E471782,E701164
E891187,E766745
E891187,E210638
E891187,E535155
E891187,E752280
E891187,E538949
E545174,E892818
E545174,E285856
E545174,E386904
E545174,E038473
E222443,E326300
E222443,E642849
E222443,E743235
E222443,E233950
E222443,E395052
E399153,E866711
E399153,E252309
E399153,E344750
E106264,E068640
E106264,E150336
E106264,E106125
E106264,E476667
E106264,E264523
E948603,E968437
E948603,E186536
E948603,E316999
E019683,E915767
E019683,E547929
E019683,E380510
E073486,E415013
E073486,E540857
E073486,E216928
E792526,E312344
E792526,E896104
E792526,E181184
E349480,E221831
E349480,E053426
E349480,E106733
E227339,E344497
E227339,E080752
E227339,E114341
E384501,E875826
E384501,E144647
E384501,E269446
E384501,E158209
E384501,E217727
E978489,E656687
E978489,E891735
E978489,E610994
E978489,E352051
E978489,E791082
E267216,E326124
E267216,E430870
E267216,E307362
E267216,E008964
E074198,E261792
E074198,E824072
E074198,E508049
E074198,E724748
E712188,E222352
E712188,E904144
E712188,E631007
E712188,E216544
E712188,E201825
E616117,E519649
E616117,E626678
E616117,E068422
E137002,E680333
E137002,E477735
E137002,E069770
E137002,E782654
E137002,E068422
E811552,E397704
E811552,E171729
E158209,E704691
E158209,E047338
E158209,E232619
E158209,E417825
E158209,E485457
E395052,E540864
E395052,E443628
E395052,E642849
E395052,E736513
E407570,E609730
E407570,E518031
E407570,E256762
E003781,E487621
E003781,E552259
E003781,E884125
E003781,E507518
E003781,E760008
E991816,E271340
E991816,E395052
E991816,E069770
E487621,E228746
E487621,E185184
E487621,E299262
E661332,E188660
E661332,E838544
E788426,E410709
E788426,E776447
E788426,E397704
E764326,E487621
E764326,E889529
E279057,E927512
E279057,E641843
E279057,E286308
E922365,E755488
E922365,E538949
E467674,E621660
E467674,E915297
E467674,E338209
E467674,E302951
E467674,E381744
E720652,E831483
E720652,E312344
E720652,E642849
E720652,E021934
E933833,E028570
E933833,E130055
E933833,E053253
E933833,E525440
E933833,E267748
E453120,E679935
E453120,E054851
E453120,E554326
E453120,E969024
E005461,E111458
E005461,E242659
E185071,E043764
E185071,E214060
E185071,E000283
E401144,E404677
E401144,E648493
E386527,E256487
E386527,E899709
E386527,E889584
E386527,E185184
E069770,E929472
E069770,E170228
E069770,E399691
E923438,E476776
E923438,E621382
E923438,E927512
E070719,E196880
E070719,E769240
E070719,E222352
E070719,E658449
E070719,E352405
E609354,E554876
E609354,E713996
E293695,E563963
E163286,E170228
E163286,E243354
E163286,E287613
E163286,E648493
E163286,E813452
E514092,E124296
E514092,E188668
E514092,E983296
E514092,E104128
E181628,E615516
E181628,E499414
E181628,E550036
E181628,E632122
E296720,E667981
E296720,E094395
E709561,E869942
E709561,E969780
E709561,E430818
E709561,E482128
E180248,E803207
E180248,E451881
E219782,E731911
E219782,E073486
E219782,E269446
E219782,E821994
E219782,E787718
E020507,E189883
E020507,E550036
E020507,E094395
E020507,E871814
E882843,E843959
E882843,E679261
E186536,E968437
E186536,E230616
E186536,E436649
E186536,E311540
E980025,E284720
E980025,E271293
E980025,E983296
E980025,E295720
E980025,E932451
E477595,E424494
E477595,E167621
E477595,E595679
E829675,E990608
E829675,E188933
E829675,E842659
E157774,E324109
E157774,E071371
E157774,E123674
E157774,E147170
E157774,E003488
E228746,E956360
E228746,E068957
E228746,E332025
E228746,E350051
E228746,E133227
E364556,E442596
E364556,E878845
E364556,E152675
E364556,E304016
E364556,E677881
E968437,E590594
E968437,E256762
E968437,E666910
E968437,E759000
E968437,E151202
E318621,E384501
E318621,E482247
E318621,E283141
E431626,E476667
E431626,E107986
E646698,E156433
E646698,E801680
E972389,E491128
E972389,E137575
E676159,E043764
E676159,E168763
E676159,E598741
E676159,E705174
E676159,E011880
E660248,E149382
E660248,E621660
E660248,E083976
E660248,E212366
E664329,E679935
E664329,E212440
E664329,E288762
E582449,E726724
E582449,E408839
E582449,E273466
E533806,E924514
E533806,E537186
E533806,E357668
E533806,E640523
E898128,E590594
E898128,E230616
E898128,E505087
E898128,E262807
E898128,E890851
E278128,E111458
E278128,E064224
E278128,E152955
E563819,E098158
E563819,E849772
E476540,E135683
E476540,E569371
E476540,E387703
E476540,E897374
E112632,E920326
E112632,E978967
E112632,E284720
E295377,E068422
E295377,E793710
E289923,E817192
E289923,E169518
E247985,E349480
E247985,E802403
E247985,E803207
E540864,E145313
E540864,E192106
E540864,E137002
E540864,E961847
E540864,E756392
E925634,E119288
E925634,E968437
E925634,E509335
E925634,E807928
E925634,E878899
E415092,E735599
E415092,E690064
E415092,E497343
E868376,E157174
E868376,E730063
E868376,E712941
E868376,E226385
E868376,E003608
E569371,E265369
E569371,E897374
E212440,E217071
E212440,E726724
E212440,E679935
E212440,E395255
E212440,E883870
E273542,E596445
E273542,E865756
E273542,E353453
E942609,E669459
E942609,E536010
E942609,E126519
E683222,E185071
E683222,E616136
E003488,E670937
E003488,E177180
E003488,E329547
E044398,E602955
E044398,E915767
E044398,E414414
E044398,E976429
E504310,E415491
E504310,E482128
E504310,E847204
E504310,E967384
E976429,E938756
E976429,E670247
E976429,E043661
E815016,E413314
E815016,E632961
E366306,E474675
E366306,E396971
E366306,E690064
E366306,E840916
E366306,E337653
E023589,E556181
E023589,E838293
E023589,E099478
E023589,E328233
E023589,E902928
E790650,E467674
E790650,E640523
E750291,E232815
E750291,E071939
E750291,E663657
E750291,E691030
E750291,E259758
E645285,E111458
E645285,E902928
E781525,E199466
E781525,E072001
E781525,E386920
E781525,E446653
E149231,E679935
E149231,E808466
E149231,E395255
E299262,E763885
E299262,E311344
E299262,E350051
E299262,E837193
E756392,E532757
E756392,E057498
E756392,E068422
E705174,E937754
E705174,E679432
E015104,E669422
E015104,E845919
E356768,E043661
E356768,E421939
E356768,E418858
E356768,E265369
E097123,E344750
E097123,E989141
E525440,E815016
E525440,E028570
E525440,E026352
E341941,E792074
E341941,E529667
E527929,E825196
E527929,E509335
E527929,E890851
E527099,E790650
E527099,E865823
E527099,E552514
E527099,E792074
E889529,E703871
E889529,E236384
E889529,E884125
E021513,E907830
E021513,E486135
E021513,E548754
E021513,E473868
E021513,E162228
E774011,E467149
E774011,E792170
E261792,E659035
E261792,E490081
E261792,E188933
E529667,E149382
E529667,E533806
E529667,E208982
E529667,E671614
E519649,E979048
E519649,E215408
E519649,E750893
E578631,E123297
E578631,E843959
E578631,E169518
E578631,E187551
E578631,E626435
E066047,E670937
E066047,E394770
E066047,E935386
E925579,E862290
E925579,E158209
E925579,E875826
E212276,E401052
E212276,E202278
E212276,E933670
E212276,E231895
E212276,E495663
E669422,E411730
E669422,E073214
E669422,E561010
E669422,E003781
E746295,E902928
E746295,E023589
E746295,E838293
E547692,E144647
E547692,E770199
E547692,E261792
E547692,E415013
E043764,E679432
E344497,E162228
E344497,E486135
E344497,E021513
E344497,E305206
E344497,E080752
E039431,E669459
E039431,E517121
E579432,E366306
E579432,E107986
E579432,E090205
E579432,E396971
E579432,E150336
E563227,E929472
E563227,E401144
E936929,E878899
E936929,E518031
E114341,E950708
E114341,E162228
E114341,E305206
E114341,E351363
E114341,E950942
E675117,E607744
E675117,E642110
E675117,E952490
E253110,E409732
E253110,E111458
E253110,E452307
E253110,E372139
E253110,E041701
E611161,E669459
E611161,E126540
E611161,E540388
E599158,E770199
E599158,E862290
E829662,E232815
E829662,E750291
E829662,E352405
E829662,E222352
E829662,E904144
E860762,E311540
E860762,E234312
E860762,E407570
E860762,E622576
E860762,E948603
E468099,E055560
E468099,E227339
E468099,E486135
E958082,E659035
E958082,E138826
E863629,E809136
E863629,E538949
E863629,E076912
E863629,E752280
E996139,E027378
E996139,E871814
E644703,E199081
E644703,E572486
E644703,E705309
E865250,E193551
E865250,E889925
E865250,E632122
E399691,E929472
E399691,E160064
E399691,E395052
E399691,E430818
E399691,E482128
E430954,E510368
E430954,E103007
E430954,E466503
E430954,E911703
E430954,E589541
E534619,E933833
E534619,E026717
E534619,E090916
E636206,E772580
E636206,E315637
E636206,E821027
E083750,E289923
E083750,E469662
E843959,E142010
E843959,E284382
E843959,E530630
E843959,E777748
E843959,E430761
E590677,E609730
E590677,E537427
E590677,E933865
E590677,E410581
E703871,E133227
E703871,E003781
E703871,E967299
E703871,E837193
E897405,E794130
E897405,E534619
E897405,E186510
E747399,E282049
E747399,E288762
E747399,E066503
E747399,E361385
E747399,E845666
E467149,E935148
E467149,E728137
E467149,E027498
E750893,E626678
E750893,E169518
E750893,E720652
E750893,E609649
E750893,E991816
E593890,E108350
E593890,E968194
E593890,E645165
E593890,E041268
E972607,E770986
E972607,E821246
E865253,E535155
E865253,E754724
E171729,E788426
E171729,E073214
E171729,E236384
E171729,E474082
E171729,E525346
E712941,E019694
E712941,E010693
E712941,E801680
E712941,E193352
E410581,E369445
E410581,E860762
E411273,E191029
E411273,E089682
E411273,E058712
E411273,E358515
E411273,E702016
E941892,E814428
E941892,E205504
E267894,E006202
E267894,E801862
E267894,E478571
E267894,E644509
E267894,E560545
E993077,E324109
E993077,E423576
E993077,E874322
E993077,E079158
E369229,E621382
E369229,E785953
E369229,E255625
E369229,E072001
E369229,E874115
E148741,E308555
E148741,E083750
E148741,E187551
E859670,E967384
E859670,E648493
E859670,E092730
E859670,E556895
E859670,E337799
E917614,E802403
E917614,E784992
E917614,E025087
E917614,E615700
E424494,E748894
E424494,E478033
E424494,E595679
E424494,E961931
E413314,E918589
E413314,E945336
E413314,E267748
E413314,E794130
E413314,E939079
E659274,E608271
E659274,E776992
E659274,E494503
E476161,E911703
E476161,E101409
E461936,E316715
E461936,E357879
E461936,E514092
E874322,E324109
E874322,E873757
E874322,E696015
E874322,E332513
E874322,E670937
E887087,E621382
E887087,E476776
E887087,E399153
E887087,E978270
E887087,E708775
E598741,E475653
E598741,E683222
E598741,E170020
E598741,E011880
E845666,E401052
E845666,E293695
E845666,E149231
E845666,E016003
E845666,E808466
E215321,E386920
E215321,E621382
E215321,E319528
E655828,E537231
E655828,E759000
E655828,E948603
E655828,E699608
E655828,E975151
E128419,E197905
E128419,E185071
E825196,E537231
E825196,E262807
E815172,E766802
E815172,E226876
E559284,E622576
E559284,E410581
E559284,E614785
E559284,E655828
E559284,E230616
E736513,E271340
E736513,E233950
E736513,E540864
E753422,E431736
E753422,E613403
E753422,E991816
E708775,E399153
E708775,E386920
E708775,E874115
E466722,E509117
E466722,E829320
E708054,E087735
E708054,E341941
E708054,E537186
E708054,E865823
E708054,E915297
E366301,E619454
E366301,E610994
E366301,E148361
E168852,E537186
E168852,E372542
E168852,E660248
E168852,E755979
E504519,E442596
E504519,E545174
E504519,E507688
E504519,E914530
E202278,E726724
E202278,E395255
E202278,E054851
E610994,E482453
E610994,E996288
E222946,E072001
E222946,E386920
E222946,E476776
E222946,E286308
E666634,E405803
E666634,E307884
E666634,E536905
E576841,E918589
E576841,E945336
E787718,E078663
E787718,E396903
E702016,E179247
E702016,E419438
E702016,E545174
E702016,E395695
E500284,E883870
E500284,E149231
E500284,E873041
E500284,E401052
E500284,E726724
E743235,E170228
E743235,E609649
E232815,E658449
E232815,E277950
E232815,E259758
E232815,E185165
E232815,E317896
E651692,E335635
E651692,E482247
E396914,E253110
E396914,E373044
E396914,E645285
E396914,E119337
E396914,E838293
E958714,E350051
E958714,E482712
E311540,E635683
E311540,E559284
E311540,E890851
E311540,E518031
E311540,E466797
E968194,E471483
E968194,E326993
E968194,E812389
E968194,E108350
E053426,E090427
E053426,E636605
E053426,E805679
E053426,E180248
E053426,E802403
E879700,E978489
E879700,E428155
E245677,E737530
E245677,E550036
E245677,E932451
E245677,E592577
E245677,E295946
E464161,E681151
E464161,E910128
E665662,E621705
E665662,E782811
E636605,E765224
E636605,E739528
E636605,E025087
E285255,E053426
E285255,E615700
E285255,E790336
E285255,E802403
E285255,E805679
E262807,E527929
E262807,E410581
E353453,E554326
E353453,E212440
E353453,E845666
E353453,E212276
E983296,E871814
E983296,E792170
E983296,E782603
E527046,E252309
E527046,E923438
E527046,E887087
E527046,E845063
E527046,E874115
E163613,E563819
E163613,E728137
E652421,E664705
E652421,E122246
E652421,E084794
E652421,E552259
E385177,E705824
E385177,E066302
E385177,E152349
E385177,E547929
E173985,E385177
E173985,E705824
E173985,E710718
E632961,E939079
E632961,E918589
E663657,E691030
E663657,E527378
E372542,E640523
E372542,E537186
E372542,E073714
E372542,E568514
E910128,E076381
E910128,E769240
E910128,E222352
E910128,E750291
E910128,E277950
E222092,E536010
E222092,E128287
E222092,E039431
E222092,E466722
E958993,E635056
E958993,E227339
E474166,E216928
E474166,E829675
E474166,E665354
E802403,E221831
E802403,E919896
E802403,E577753
E802403,E119300
E566634,E722031
E566634,E277515
E540388,E936894
E540388,E912173
E540388,E435742
E418560,E116409
E418560,E773087
E418560,E326124
E615700,E450704
E615700,E577753
E615700,E186838
E669459,E178402
E669459,E710503
E669459,E004971
E669459,E435742
E078719,E414414
E078719,E897374
E078719,E757194
E078719,E665662
E445894,E807860
E445894,E873757
E445894,E147170
E445894,E329547
E445894,E126643
E255625,E454394
E255625,E928015
E117556,E514092
E117556,E932451
E117556,E772580
E117556,E971115
E117556,E935148
E626435,E915908
E626435,E357727
E626435,E344604
E838293,E027517
E838293,E956909
E011880,E705174
E011880,E170020
E011880,E913397
E011880,E475653
E157174,E462659
E157174,E423307
E157174,E283762
E157174,E073501
E157174,E756355
E474082,E801862
E474082,E811552
E474082,E744340
E383818,E782654
E383818,E972598
E704134,E889584
E704134,E003781
E704134,E330877
E704134,E803838
E704134,E979341
E641826,E592577
E641826,E103007
E104840,E505087
E104840,E214028
E104840,E860762
E104840,E496570
E068640,E150336
E068640,E514729
E068640,E106125
E394770,E332513
E394770,E873757
E912173,E338393
E912173,E178402
E637363,E880136
E637363,E316999
E436649,E933865
E436649,E759000
E436649,E537231
E436649,E936929
E436649,E369805
E188660,E844948
E188660,E639839
E188660,E058712
E188660,E572486
E454394,E989141
E454394,E476776
E454394,E399153
E454394,E252309
E454394,E785953
E366400,E185071
E366400,E672932
E366400,E913397
E722031,E668688
E722031,E064224
E722031,E023463
E722031,E468700
E323775,E975151
E323775,E991256
E323775,E230616
E323775,E825196
E323775,E637363
E207881,E252653
E207881,E644329
E207881,E372542
E883023,E480714
E883023,E677881
E883023,E183219
E983862,E114548
E983862,E538837
E983862,E304175
E983862,E173985
E983862,E602955
E721255,E311344
E721255,E889894
E721255,E334982
E467780,E677881
E467780,E706545
E467780,E749358
E467780,E878845
E381744,E092924
E381744,E266294
E381744,E640523
E670937,E783284
E670937,E292731
E326993,E108350
E326993,E595679
E326993,E990853
E084794,E703871
E084794,E067208
E084794,E185184
E168763,E672932
E168763,E705174
E168763,E894654
E168763,E983415
E168763,E679432
E076381,E466335
E076381,E691030
E969780,E720652
E969780,E157333
E969780,E399691
E969780,E532757
E466503,E345659
E466503,E357879
E466503,E476161
E466503,E609354
E497590,E702016
E497590,E883023
E497590,E749358
E497590,E996127
E497590,E305002
E602047,E981285
E602047,E787718
E602047,E399648
E602047,E821994
E602047,E216928
E498348,E828667
E498348,E445647
E849767,E150220
E849767,E595679
E849767,E392097
E276060,E478571
E276060,E764326
E329019,E052784
E329019,E452307
E983415,E616136
E983415,E961895
E983415,E366400
E983415,E429922
E983415,E679432
E072001,E286308
E072001,E708775
E072001,E939804
E482128,E215583
E482128,E322741
E482128,E921757
E191029,E304016
E191029,E281144
E191029,E305002
E788210,E996288
E788210,E366301
E788210,E879700
E788210,E656687
E788210,E675117
E421972,E712188
E421972,E222352
E421972,E076381
E421972,E232815
E739528,E682748
E739528,E631160
E217727,E041573
E217727,E335635
E217727,E582582
E217727,E662825
E217727,E770199
E369805,E005605
E369805,E466797
E369805,E968437
E369805,E729980
E516982,E911703
E516982,E609354
E516982,E589541
E516982,E728137
E516982,E124296
E782654,E110939
E782654,E720652
E782654,E068422
E214028,E718469
E214028,E151202
E214028,E003847
E170228,E344604
E170228,E499487
E882835,E319528
E882835,E279057
E214060,E672932
E214060,E639195
E214060,E376185
E214060,E616136
E996239,E730063
E996239,E157174
E996239,E859662
E386920,E621382
E386920,E939804
E386920,E928015
E338381,E626678
E338381,E440918
E338381,E151629
E924514,E537186
E924514,E467674
E924514,E511880
E924514,E660248
E473868,E052271
E473868,E958993
E473868,E162228
E473868,E227339
E473868,E870741
E337653,E150336
E337653,E210326
E337653,E106125
E337653,E497343
E337653,E579432
E837193,E185184
E837193,E861630
E837193,E006202
E857174,E932695
E857174,E739528
E857174,E821246
E857174,E790336
E611515,E026717
E611515,E370337
E611515,E939079
E160064,E326300
E160064,E288851
E160064,E993887
E490394,E450574
E490394,E644509
E490394,E884125
E187551,E807428
E187551,E108684
E187551,E708054
E355847,E869119
E355847,E162228
E126643,E394770
E126643,E244453
E126643,E696015
E435742,E912173
E435742,E632762
E435742,E343718
E911703,E983296
E911703,E094395
E911703,E284720
E911703,E514092
E911703,E609354
E731911,E191878
E731911,E047338
E731911,E482247
E731911,E384501
E731911,E862290
E098158,E666634
E098158,E094395
E098158,E978967
E098158,E728137
E098158,E430954
E879343,E641826
E879343,E563819
E879343,E851143
E879343,E284720
E933865,E825196
E933865,E496570
E933865,E936929
E933865,E458478
E933865,E119288
E614785,E458478
E614785,E609730
E614785,E407570
E614785,E311540
E283487,E866711
E283487,E874115
E283487,E312737
E572486,E727973
E572486,E520317
E572486,E261309
E572486,E464300
E967299,E410709
E967299,E487621
E967299,E397704
E967299,E845919
E967299,E334982
E041573,E053293
E041573,E990608
E041573,E318621
E041573,E875826
E041573,E891044
E380510,E476540
E380510,E621705
E380510,E602955
E380510,E027713
E794130,E918589
E794130,E466974
E794130,E713932
E794130,E130055
E794130,E153077
E408341,E568312
E408341,E411273
E408341,E875517
E408341,E364556
E408341,E262215
E967384,E057498
E967384,E507592
E967384,E383818
E967384,E401144
E875517,E960731
E875517,E199081
E875517,E358515
E875517,E058712
E875517,E661332
E004971,E980146
E004971,E536010
E004971,E226876
E004971,E126540
E004971,E222092
E538837,E569371
E538837,E782811
E538837,E464305
E538837,E547929
E891735,E428155
E891735,E996288
E792074,E467674
E792074,E790650
E792074,E207332
E792074,E537186
E792074,E865823
E334810,E776447
E334810,E482712
